city,date,rain_mm,rh,ta,ws
부산,2020-08-07,251.0,90.4,25.6,4.2
부산,2020-08-08,23.6,94.3,24.9,5.8
부산,2020-08-09,10.6,90.0,25.8,7.1
부산,2020-08-10,12.5,91.4,25.6,5.1
부산,2020-08-11,10.6,90.6,26.2,5.2
부산,2020-08-12,36.5,92.9,25.9,3.5
부산,2020-08-13,0.0,83.9,27.6,4.7
부산,2020-08-14,0.0,81.6,27.9,5.7
부산,2020-08-15,0.0,80.4,28.1,4.0
부산,2020-08-16,0.0,78.0,28.2,4.5
부산,2020-08-17,0.0,78.0,28.4,2.5
부산,2020-08-18,0.0,74.4,28.7,2.4
부산,2020-08-19,0.0,74.8,29.1,3.4
부산,2020-08-20,0.0,66.9,29.4,2.3
부산,2020-08-21,0.0,76.4,26.7,2.6
부산,2020-08-22,0.0,73.5,27.0,2.6
부산,2020-08-23,0.0,77.0,27.1,2.2
부산,2020-08-24,0.0,78.0,28.0,1.9
부산,2020-08-25,0.0,78.0,29.3,2.1
부산,2020-08-26,26.8,79.0,28.7,4.0
부산,2020-08-27,13.3,89.4,26.2,4.3
부산,2020-08-28,8.0,86.8,26.9,3.0
부산,2020-08-29,0.0,83.8,27.5,3.1
부산,2020-08-30,0.0,77.6,28.5,2.4
부산,2020-08-31,0.0,74.5,26.2,3.5
부산,2020-09-01,24.6,78.1,26.4,3.1
부산,2020-09-02,33.8,84.8,26.8,4.8
부산,2020-09-03,0.0,73.6,25.9,8.9
부산,2020-09-04,2.5,69.1,24.4,3.7
부산,2020-09-05,36.2,87.6,19.9,2.4
부산,2020-09-06,116.7,88.6,20.9,4.5
부산,2020-09-07,1.9,82.3,22.9,9.0
부산,2020-09-08,0.0,79.0,24.3,5.9
부산,2020-09-09,0.0,82.9,24.0,3.8
부산,2020-09-10,0.0,79.9,24.0,2.9
부산,2020-09-11,4.2,82.9,22.8,2.8
부산,2020-09-12,0.0,77.9,21.7,3.8
부산,2020-09-13,0.0,78.1,20.2,2.4
부산,2020-09-14,0.0,78.4,21.9,2.4
부산,2020-09-15,0.0,76.0,23.3,2.2
부산,2020-09-16,1.2,85.9,22.6,2.0
부산,2020-09-17,9.4,89.1,21.0,2.3
부산,2020-09-18,0.0,79.1,19.5,2.4
부산,2020-09-19,0.0,54.1,21.6,3.2
부산,2020-09-20,0.0,50.4,21.5,2.6
부산,2020-09-21,0.0,61.4,20.0,2.4
부산,2020-09-22,0.0,66.1,19.5,3.7
부산,2020-09-23,0.0,71.6,20.2,3.8
부산,2020-09-24,0.0,68.0,21.2,3.6
부산,2020-09-25,0.0,65.3,21.3,3.7
부산,2020-09-26,0.0,62.3,20.5,2.9
부산,2020-09-27,0.0,69.6,20.0,3.2
부산,2020-09-28,0.0,67.8,19.4,2.9
부산,2020-09-29,0.0,63.9,20.1,2.4
부산,2020-09-30,0.0,67.1,20.3,2.5
부산,2020-10-01,0.0,72.3,20.0,2.4
부산,2020-10-02,0.0,73.1,21.1,2.6
부산,2020-10-03,0.0,73.8,22.1,2.3
부산,2020-10-04,0.0,63.6,21.5,3.1
부산,2020-10-05,0.0,39.5,17.2,3.6
부산,2020-10-06,0.0,54.9,17.5,2.6
부산,2020-10-07,0.0,58.4,19.1,3.8
부산,2020-10-08,0.0,55.8,18.7,5.4
부산,2020-10-09,0.0,56.1,19.1,5.1
부산,2020-10-10,0.0,65.3,18.0,3.7
부산,2020-10-11,0.0,67.1,17.7,2.8
부산,2020-10-12,0.0,63.9,18.9,2.0
부산,2020-10-13,0.0,48.4,17.8,2.4
부산,2020-10-14,0.0,42.5,16.9,2.2
부산,2020-10-15,0.0,52.6,17.2,2.6
부산,2020-10-16,0.2,70.1,16.3,2.4
부산,2020-10-17,0.0,58.0,17.0,2.4
부산,2020-10-18,0.0,57.1,17.2,1.5
부산,2020-10-19,0.0,51.3,17.5,2.5
부산,2020-10-20,0.0,61.8,17.7,2.2
부산,2020-10-21,26.2,72.5,17.3,1.6
부산,2020-10-22,0.0,83.3,15.3,2.0
부산,2020-10-23,0.0,44.0,12.7,3.4
부산,2020-10-24,0.0,40.5,12.0,3.2
부산,2020-10-25,0.0,49.8,14.6,3.0
부산,2020-10-26,0.0,48.5,15.9,1.9
부산,2020-10-27,0.0,53.8,16.7,1.7
부산,2020-10-28,0.0,49.1,17.3,2.8
부산,2020-10-29,0.0,51.0,15.4,2.4
부산,2020-10-30,0.0,57.3,15.0,3.3
부산,2020-10-31,0.0,57.4,15.0,2.5
부산,2020-11-01,3.7,61.3,15.7,2.2
부산,2020-11-02,0.0,61.1,13.9,2.1
부산,2020-11-03,0.0,36.0,9.7,3.0
부산,2020-11-04,0.0,32.1,8.7,2.7
부산,2020-11-05,0.0,35.6,12.0,2.0
부산,2020-11-06,0.0,53.6,17.2,2.1
부산,2020-11-07,0.0,55.4,17.6,3.0
부산,2020-11-08,0.0,29.0,14.1,2.8
부산,2020-11-09,0.0,26.4,9.2,3.0
부산,2020-11-10,0.0,44.1,11.0,2.4
부산,2020-11-11,0.0,46.0,12.5,2.0
부산,2020-11-12,0.0,62.5,14.3,1.2
부산,2020-11-13,0.0,49.0,15.6,2.4
부산,2020-11-14,0.0,62.0,15.2,3.0
부산,2020-11-15,0.0,61.0,15.5,2.4
부산,2020-11-16,0.0,57.5,16.4,2.7
부산,2020-11-17,0.0,71.5,17.8,2.3
부산,2020-11-18,14.1,79.4,19.4,1.8
부산,2020-11-19,17.7,84.5,19.1,7.0
부산,2020-11-20,0.0,56.3,12.2,4.4
부산,2020-11-21,0.0,62.9,10.7,3.0
부산,2020-11-22,0.8,73.1,10.8,2.3
부산,2020-11-23,0.0,43.9,7.9,4.0
부산,2020-11-24,0.0,41.9,9.6,1.5
부산,2020-11-25,0.0,41.8,10.4,3.2
부산,2020-11-26,0.0,52.4,10.3,2.6
부산,2020-11-27,0.0,52.8,9.8,3.6
부산,2020-11-28,0.0,37.4,5.1,2.9
부산,2020-11-29,0.0,45.4,4.9,3.3
부산,2020-11-30,0.0,38.9,5.4,2.7
부산,2020-12-01,0.0,44.4,6.7,2.7
부산,2020-12-02,0.0,41.1,7.9,2.5
부산,2020-12-03,0.0,35.0,6.3,2.8
부산,2020-12-04,0.0,31.3,4.3,3.7
부산,2020-12-05,0.0,43.4,5.7,2.9
부산,2020-12-06,0.0,47.6,7.4,2.9
부산,2020-12-07,0.0,50.0,7.5,2.2
부산,2020-12-08,0.0,42.6,4.3,2.8
부산,2020-12-09,0.0,28.9,6.3,2.3
부산,2020-12-10,0.0,37.5,7.5,2.6
부산,2020-12-11,0.0,52.1,9.4,2.2
부산,2020-12-12,0.0,37.9,7.5,2.6
부산,2020-12-13,0.0,39.6,6.4,3.3
부산,2020-12-14,0.0,24.0,-1.1,3.4
부산,2020-12-15,0.0,31.0,-2.7,2.5
부산,2020-12-16,0.0,38.4,-2.1,2.8
부산,2020-12-17,0.0,36.3,-0.5,2.8
부산,2020-12-18,0.0,46.4,3.0,3.3
부산,2020-12-19,0.0,24.0,0.7,4.3
부산,2020-12-20,0.0,36.0,1.9,2.7
부산,2020-12-21,0.0,45.9,2.5,3.2
부산,2020-12-22,0.0,51.5,4.5,3.0
부산,2020-12-23,0.0,56.1,6.1,2.8
부산,2020-12-24,0.0,41.3,8.4,3.5
부산,2020-12-25,0.0,38.4,3.5,2.9
부산,2020-12-26,0.0,43.3,5.6,2.5
부산,2020-12-27,2.4,60.3,6.9,1.6
부산,2020-12-28,0.0,67.1,8.6,1.6
부산,2020-12-29,7.8,72.0,8.2,2.5
부산,2020-12-30,0.0,45.6,-3.2,5.0
부산,2021-01-01,0.0,51.8,0.3,2.6
부산,2021-01-02,0.0,41.4,1.3,2.5
부산,2021-01-03,0.0,31.0,0.1,2.4
부산,2021-01-04,0.0,40.9,3.0,2.2
부산,2021-01-05,0.0,38.6,3.0,2.5
부산,2021-01-06,0.0,37.6,-1.7,4.3
부산,2021-01-07,0.0,33.8,-6.1,4.9
부산,2021-01-08,0.0,35.0,-8.2,3.2
부산,2021-01-09,0.0,38.6,-5.9,3.1
부산,2021-01-10,0.0,45.4,-2.3,2.3
부산,2021-01-11,0.0,50.0,0.2,2.5
부산,2021-01-12,0.0,46.8,1.4,2.8
부산,2021-01-13,0.0,52.9,7.1,5.2
부산,2021-01-14,0.0,53.4,8.9,2.1
부산,2021-01-15,0.0,65.1,11.9,4.1
부산,2021-01-16,0.0,34.6,5.7,3.1
부산,2021-01-17,0.0,28.6,-0.5,3.1
부산,2021-01-18,0.0,52.1,1.1,4.5
부산,2021-01-19,0.0,37.3,0.2,2.3
부산,2021-01-20,0.0,60.5,5.4,0.9
부산,2021-01-21,4.1,69.5,8.9,1.9
부산,2021-01-22,1.0,93.4,10.1,1.4
부산,2021-01-23,3.3,76.8,10.4,4.9
부산,2021-01-24,0.0,63.0,9.2,3.8
부산,2021-01-25,6.1,64.1,9.3,3.7
부산,2021-01-26,11.3,83.0,7.7,2.8
부산,2021-01-27,0.0,49.1,7.4,
부산,2021-01-28,0.0,46.1,4.4,4.0
부산,2021-01-29,0.0,30.5,-2.6,4.3
부산,2021-01-30,0.0,47.0,3.1,5.7
부산,2021-01-31,22.8,46.4,8.7,2.3
부산,2021-02-01,0.1,82.8,10.0,5.5
부산,2021-02-02,0.0,31.4,2.3,3.2
부산,2021-02-03,0.0,42.8,0.7,3.2
부산,2021-02-04,0.0,37.5,5.1,3.7
부산,2021-02-05,0.0,33.0,5.3,3.7
부산,2021-02-06,0.0,54.3,9.5,3.9
부산,2021-02-07,0.0,53.1,10.1,2.8
부산,2021-02-08,0.0,21.9,3.2,3.4
부산,2021-02-09,0.0,28.6,2.8,3.6
부산,2021-02-10,0.0,33.8,6.6,3.5
부산,2021-02-11,0.0,56.3,8.3,2.2
부산,2021-02-12,0.0,59.1,10.7,1.7
부산,2021-02-13,0.0,52.6,12.6,1.6
부산,2021-02-14,17.9,92.6,11.9,1.1
부산,2021-02-15,0.0,57.4,8.1,5.4
부산,2021-02-16,0.0,40.1,2.0,4.9
부산,2021-02-17,0.0,32.4,-3.2,5.8
부산,2021-02-18,0.0,40.5,-2.4,3.4
부산,2021-02-19,0.0,44.1,4.3,4.7
부산,2021-02-20,0.0,66.4,11.8,5.9
부산,2021-02-21,0.0,58.6,14.6,5.7
부산,2021-02-22,0.0,57.6,15.2,5.3
부산,2021-02-23,0.0,33.1,8.4,2.7
부산,2021-02-24,0.0,46.5,7.8,2.3
부산,2021-02-25,8.4,69.6,8.8,2.4
부산,2021-02-26,0.3,69.8,9.1,4.6
부산,2021-02-27,0.0,60.0,7.4,5.6
부산,2021-02-28,0.0,71.9,10.5,2.6
부산,2021-03-01,47.8,90.3,12.4,3.6
부산,2021-03-02,0.0,71.3,4.5,3.4
부산,2021-03-03,0.0,58.3,6.1,2.8
부산,2021-03-04,8.4,77.3,9.2,1.4
부산,2021-03-05,0.0,81.1,12.5,2.6
부산,2021-03-06,0.0,71.5,8.1,3.9
부산,2021-03-07,0.0,65.8,6.5,3.0
부산,2021-03-08,0.0,63.8,8.4,2.8
부산,2021-03-09,0.0,61.3,9.7,3.0
부산,2021-03-10,0.0,49.9,10.3,3.8
부산,2021-03-11,13.7,66.5,11.5,2.0
부산,2021-03-12,9.7,86.0,10.0,3.8
부산,2021-03-13,0.0,64.0,10.9,2.8
부산,2021-03-14,0.0,61.0,12.3,2.1
부산,2021-03-15,2.5,65.6,12.9,3.5
부산,2021-03-16,0.0,75.4,15.2,3.3
부산,2021-03-17,0.0,61.3,11.4,3.6
부산,2021-03-18,0.0,64.5,11.4,4.0
부산,2021-03-19,2.6,60.4,12.1,4.5
부산,2021-03-20,5.2,89.1,10.9,2.6
부산,2021-03-21,0.0,53.6,10.1,3.6
부산,2021-03-22,0.0,32.6,8.2,4.1
부산,2021-03-23,0.0,45.6,10.7,4.5
부산,2021-03-24,0.0,58.8,12.8,4.4
부산,2021-03-25,0.0,49.0,14.7,2.8
부산,2021-03-26,0.0,48.1,15.8,2.6
부산,2021-03-27,37.6,77.1,14.8,3.3
부산,2021-03-28,0.0,72.8,15.5,5.7
부산,2021-03-29,0.0,54.0,15.1,5.1
부산,2021-03-30,0.0,38.6,14.5,2.4
부산,2021-03-31,0.0,61.0,13.9,2.6
부산,2021-04-01,0.0,54.4,14.3,4.8
부산,2021-04-02,0.0,65.3,15.7,3.2
부산,2021-04-03,59.0,84.9,16.4,2.2
부산,2021-04-04,0.0,80.8,10.8,3.9
부산,2021-04-05,0.0,48.5,11.1,4.0
부산,2021-04-06,0.0,51.1,12.8,3.0
부산,2021-04-07,0.0,44.8,15.9,3.4
부산,2021-04-08,0.0,58.8,14.0,2.7
부산,2021-04-09,0.0,60.1,12.0,3.5
부산,2021-04-10,0.0,56.5,11.0,3.3
부산,2021-04-11,0.0,58.1,13.7,2.6
부산,2021-04-12,47.0,84.4,14.2,2.8
부산,2021-04-13,0.0,60.6,16.4,5.1
부산,2021-04-14,0.0,47.8,10.7,4.1
부산,2021-04-15,0.0,43.4,12.6,2.2
부산,2021-04-16,0.0,70.9,14.7,3.8
부산,2021-04-17,0.0,46.4,15.1,3.9
부산,2021-04-18,0.0,45.3,12.0,4.0
부산,2021-04-19,0.0,38.4,15.0,3.0
부산,2021-04-20,0.0,30.5,17.6,3.2
부산,2021-04-21,0.0,44.3,18.6,1.6
부산,2021-04-22,0.0,35.9,19.7,2.3
부산,2021-04-23,0.0,45.3,17.0,3.8
부산,2021-04-24,0.0,64.4,15.7,3.0
부산,2021-04-25,0.0,59.4,15.1,3.5
부산,2021-04-26,0.0,53.4,13.6,3.0
부산,2021-04-27,0.0,70.0,15.1,2.9
부산,2021-04-28,0.0,74.1,17.1,4.0
부산,2021-04-29,0.0,57.4,17.3,2.9
부산,2021-04-30,12.6,51.8,16.8,6.7
부산,2021-05-01,0.3,69.0,12.2,4.7
부산,2021-05-02,0.0,62.6,12.6,4.1
부산,2021-05-03,0.0,60.6,15.5,4.6
부산,2021-05-04,24.5,85.0,16.4,5.2
부산,2021-05-05,0.0,47.6,18.5,4.8
부산,2021-05-06,0.0,32.9,17.1,3.0
부산,2021-05-07,0.0,65.1,17.4,5.9
부산,2021-05-08,0.0,46.6,17.0,5.1
부산,2021-05-09,0.0,48.1,17.9,3.7
부산,2021-05-10,0.0,49.5,17.5,2.2
부산,2021-05-11,0.0,55.0,16.4,3.4
부산,2021-05-12,0.0,58.0,18.5,3.2
부산,2021-05-13,0.0,62.1,19.7,2.3
부산,2021-05-14,3.8,73.9,19.4,1.6
부산,2021-05-15,23.3,94.8,18.8,2.5
부산,2021-05-16,41.6,97.6,19.3,5.7
부산,2021-05-17,2.6,96.6,14.7,2.0
부산,2021-05-18,0.0,93.6,16.1,1.8
부산,2021-05-19,4.7,74.4,19.3,2.6
부산,2021-05-20,20.4,90.5,16.9,2.3
부산,2021-05-21,0.0,70.5,18.4,4.6
부산,2021-05-22,0.0,68.0,19.0,3.2
부산,2021-05-23,1.2,67.9,21.5,3.0
부산,2021-05-24,0.0,77.0,18.8,3.4
부산,2021-05-25,0.0,44.8,19.9,3.9
부산,2021-05-26,2.3,47.4,17.9,3.5
부산,2021-05-27,0.0,84.4,16.9,3.2
부산,2021-05-28,3.0,80.4,17.6,4.9
부산,2021-05-29,0.0,65.1,18.7,3.8
부산,2021-05-30,0.0,65.9,19.8,2.2
부산,2021-05-31,0.0,63.0,20.3,2.2
부산,2021-06-01,0.0,57.6,21.2,1.9
부산,2021-06-02,1.6,64.5,21.4,1.8
부산,2021-06-03,25.0,91.8,19.2,1.6
부산,2021-06-04,0.0,65.8,20.7,3.1
부산,2021-06-05,0.0,73.3,20.2,5.5
부산,2021-06-06,0.0,74.6,20.9,4.6
부산,2021-06-07,0.0,68.5,21.6,3.9
부산,2021-06-08,0.0,65.4,23.0,2.7
부산,2021-06-09,0.0,56.5,23.1,2.4
부산,2021-06-10,16.4,71.6,22.4,2.1
부산,2021-06-11,112.4,94.4,20.8,2.5
부산,2021-06-12,27.2,98.4,20.9,1.9
부산,2021-06-13,0.0,89.1,22.8,1.5
부산,2021-06-14,0.0,85.6,22.4,2.0
부산,2021-06-15,43.4,90.1,20.8,2.6
부산,2021-06-16,0.1,86.6,20.0,3.9
부산,2021-06-17,6.1,83.5,19.9,2.5
부산,2021-06-18,0.0,91.0,20.0,2.4
부산,2021-06-19,0.0,73.1,22.9,2.2
부산,2021-06-20,0.0,72.9,23.0,2.6
부산,2021-06-21,0.0,61.6,23.9,2.9
부산,2021-06-22,0.1,71.8,21.3,2.9
부산,2021-06-23,0.0,73.8,21.1,2.6
부산,2021-06-24,0.0,74.6,21.7,2.1
부산,2021-06-25,0.0,77.1,22.2,2.0
부산,2021-06-26,0.0,75.4,23.0,1.6
부산,2021-06-27,0.0,69.6,23.8,2.8
부산,2021-06-28,0.0,70.9,24.1,2.9
부산,2021-06-29,0.0,73.8,23.5,2.5
부산,2021-06-30,0.0,73.0,23.9,2.7
부산,2021-07-01,0.0,66.8,24.8,2.6
부산,2021-07-02,0.0,69.6,24.7,3.2
부산,2021-07-03,103.7,88.1,22.9,3.4
부산,2021-07-04,11.0,87.5,23.9,7.7
부산,2021-07-05,62.1,91.0,22.7,3.4
부산,2021-07-06,68.2,96.3,23.4,6.6
부산,2021-07-07,136.9,95.8,23.7,3.2
부산,2021-07-08,4.9,92.3,23.7,2.5
부산,2021-07-09,0.0,90.6,24.4,1.7
부산,2021-07-10,0.0,84.9,25.3,3.6
부산,2021-07-11,0.0,84.6,26.2,4.3
부산,2021-07-12,0.0,83.6,27.2,4.2
부산,2021-07-13,0.0,85.9,27.0,4.2
부산,2021-07-14,0.0,84.6,27.5,3.8
부산,2021-07-15,0.1,83.0,27.3,2.7
부산,2021-07-16,6.1,79.4,27.0,2.3
부산,2021-07-17,1.6,80.4,25.5,2.6
부산,2021-07-18,1.1,78.9,26.3,2.2
부산,2021-07-19,0.0,80.8,26.8,1.8
부산,2021-07-20,0.0,69.0,28.4,2.4
부산,2021-07-21,0.0,70.9,27.9,2.9
부산,2021-07-22,0.0,73.0,28.0,2.8
부산,2021-07-23,0.0,74.9,27.8,2.6
부산,2021-07-24,0.0,72.6,28.1,2.4
부산,2021-07-25,0.0,72.3,27.9,2.6
부산,2021-07-26,0.0,70.3,28.1,2.8
부산,2021-07-27,0.0,74.1,28.1,2.7
부산,2021-07-28,0.0,73.1,27.9,2.4
부산,2021-07-29,0.0,71.0,28.1,2.3
부산,2021-07-30,4.2,74.3,27.8,3.8
부산,2021-07-31,0.0,84.1,28.0,3.4
부산,2021-08-01,0.0,80.5,29.1,2.7
부산,2021-08-02,0.0,76.5,29.0,3.1
부산,2021-08-03,0.0,75.8,28.0,2.5
부산,2021-08-04,0.0,70.5,29.4,1.7
부산,2021-08-05,0.0,73.4,29.8,1.7
부산,2021-08-06,0.0,71.8,30.4,2.1
부산,2021-08-07,42.9,72.5,29.7,2.1
부산,2021-08-08,3.3,90.4,25.3,2.6
부산,2021-08-09,0.5,77.9,26.3,3.3
부산,2021-08-10,0.0,78.9,26.2,2.4
부산,2021-08-11,0.0,82.4,26.0,2.0
부산,2021-08-12,0.7,80.5,26.3,2.3
부산,2021-08-13,6.8,84.8,25.0,2.4
부산,2021-08-14,9.3,86.5,23.6,2.8
부산,2021-08-15,0.2,77.1,24.7,2.7
부산,2021-08-16,2.4,73.4,25.0,3.2
부산,2021-08-17,40.4,87.3,22.8,3.2
부산,2021-08-18,4.1,82.1,23.4,2.9
부산,2021-08-19,0.0,78.3,24.6,2.4
부산,2021-08-20,25.1,81.3,25.5,2.3
부산,2021-08-21,74.0,93.4,23.8,6.4
부산,2021-08-22,0.0,83.9,26.1,4.3
부산,2021-08-23,110.3,93.4,24.0,2.4
부산,2021-08-24,7.9,93.1,25.5,7.7
부산,2021-08-25,143.8,97.8,24.3,3.4
부산,2021-08-26,0.0,82.4,26.4,2.8
부산,2021-08-27,8.4,82.9,26.2,4.3
부산,2021-08-28,0.0,82.5,26.7,3.2
부산,2021-08-29,0.5,86.0,26.6,3.8
부산,2021-08-30,0.5,78.1,26.4,2.2
부산,2021-08-31,0.1,84.5,26.0,1.7
부산,2021-09-01,23.6,86.6,24.9,3.8
부산,2021-09-02,1.8,87.0,21.6,2.7
부산,2021-09-03,0.0,81.0,22.1,3.2
부산,2021-09-04,0.0,73.5,23.0,2.7
부산,2021-09-05,1.8,71.6,22.7,2.8
부산,2021-09-06,2.6,79.4,23.1,3.1
부산,2021-09-07,5.0,86.0,24.5,3.2
부산,2021-09-08,0.0,76.9,24.4,2.5
부산,2021-09-09,0.1,76.1,24.2,1.8
부산,2021-09-10,0.2,77.8,22.8,1.8
부산,2021-09-11,0.0,75.6,24.9,2.3
부산,2021-09-12,0.0,72.6,24.9,2.1
부산,2021-09-13,3.5,75.9,23.6,3.5
부산,2021-09-14,9.0,93.0,21.5,3.4
부산,2021-09-15,0.0,69.6,22.9,4.8
부산,2021-09-16,24.0,76.0,22.7,3.9
부산,2021-09-17,26.1,90.4,20.3,4.2
부산,2021-09-18,0.0,71.8,22.5,2.0
부산,2021-09-19,0.0,72.5,22.7,2.7
부산,2021-09-20,0.0,79.4,23.1,2.6
부산,2021-09-21,7.9,92.9,23.0,4.5
부산,2021-09-22,4.0,80.9,23.1,
부산,2021-09-23,0.0,60.8,22.8,2.2
부산,2021-09-24,0.2,70.5,22.1,2.6
부산,2021-09-25,0.0,80.5,22.1,3.3
부산,2021-09-26,0.1,70.6,21.7,3.1
부산,2021-09-27,0.0,73.3,21.8,3.0
부산,2021-09-28,0.0,77.3,22.4,2.6
부산,2021-09-29,54.8,88.6,24.2,3.1
부산,2021-09-30,0.0,86.1,22.1,2.9
부산,2021-10-01,0.0,75.8,22.2,2.1
부산,2021-10-02,0.0,76.4,23.3,2.0
부산,2021-10-03,0.0,73.3,23.5,1.3
부산,2021-10-04,0.0,80.4,24.5,5.7
부산,2021-10-05,0.0,78.9,24.4,3.5
부산,2021-10-06,0.0,79.3,23.4,2.3
부산,2021-10-07,0.0,76.4,23.4,2.3
부산,2021-10-08,0.2,77.9,23.3,2.1
부산,2021-10-09,0.4,83.5,23.7,2.3
부산,2021-10-10,0.0,82.1,24.9,3.0
부산,2021-10-11,1.7,85.1,21.1,3.5
부산,2021-10-12,0.0,80.6,18.6,4.1
부산,2021-10-13,0.0,75.0,19.9,3.4
부산,2021-10-14,0.0,73.0,21.4,2.4
부산,2021-10-15,5.1,72.8,21.9,2.0
부산,2021-10-16,3.4,71.6,14.7,2.4
부산,2021-10-17,0.0,45.9,10.2,3.4
부산,2021-10-18,0.0,50.0,13.6,1.8
부산,2021-10-19,0.0,46.4,14.4,2.9
부산,2021-10-20,2.2,61.4,13.7,2.5
부산,2021-10-21,5.2,84.9,12.6,2.4
부산,2021-10-22,0.0,61.4,13.2,3.6
부산,2021-10-23,0.0,59.4,15.1,2.3
부산,2021-10-24,0.0,59.5,15.8,0.9
부산,2021-10-25,0.0,58.1,16.7,1.4
부산,2021-10-26,0.0,45.6,15.9,1.9
부산,2021-10-27,0.0,49.0,17.1,2.8
부산,2021-10-28,0.0,48.4,16.9,3.3
부산,2021-10-29,0.0,55.8,15.9,3.3
부산,2021-10-30,0.0,59.1,16.6,2.5
부산,2021-10-31,0.0,56.4,17.0,1.4
부산,2021-11-01,0.0,51.8,17.0,2.1
부산,2021-11-02,0.0,56.5,14.9,2.9
부산,2021-11-03,0.0,59.9,15.0,2.8
부산,2021-11-04,0.0,55.5,15.1,2.4
부산,2021-11-05,0.0,53.8,16.5,1.7
부산,2021-11-06,0.1,59.4,16.7,3.1
부산,2021-11-07,0.0,64.1,18.2,3.4
부산,2021-11-08,28.9,72.5,14.1,4.9
부산,2021-11-09,0.0,57.0,10.1,4.7
부산,2021-11-10,0.0,58.0,10.2,5.0
부산,2021-11-11,0.0,57.4,10.3,4.6
부산,2021-11-12,0.0,51.5,8.8,3.9
부산,2021-11-13,0.0,59.9,10.1,2.8
부산,2021-11-14,0.0,60.9,12.9,2.6
부산,2021-11-15,0.0,53.6,13.3,1.5
부산,2021-11-16,0.0,47.3,13.1,1.5
부산,2021-11-17,0.0,40.9,12.5,2.2
부산,2021-11-18,0.0,48.0,13.2,2.9
부산,2021-11-19,0.0,52.0,14.5,1.6
부산,2021-11-20,0.0,68.4,14.8,1.2
부산,2021-11-21,0.0,74.1,15.2,1.3
부산,2021-11-22,0.0,51.4,9.9,4.0
부산,2021-11-23,0.0,50.0,6.2,4.9
부산,2021-11-24,0.0,54.1,9.3,4.2
부산,2021-11-25,0.0,51.9,11.7,4.0
부산,2021-11-26,0.0,38.5,8.9,2.6
부산,2021-11-27,0.0,44.8,8.4,2.3
부산,2021-11-28,0.0,53.1,10.3,1.5
부산,2021-11-29,4.0,51.5,11.6,2.8
부산,2021-11-30,24.9,74.6,10.9,4.5
부산,2021-12-01,0.0,40.6,3.9,4.7
부산,2021-12-02,0.0,47.6,3.8,3.0
부산,2021-12-03,0.0,52.6,7.4,3.8
부산,2021-12-04,0.0,43.4,5.6,2.6
부산,2021-12-05,0.0,57.9,8.3,0.7
부산,2021-12-06,0.1,73.0,10.8,0.9
부산,2021-12-07,0.0,61.8,11.4,2.6
부산,2021-12-08,0.0,58.4,10.2,2.9
부산,2021-12-09,0.0,63.3,11.9,2.7
부산,2021-12-10,0.0,69.5,12.6,1.9
부산,2021-12-11,0.0,57.3,11.8,2.7
부산,2021-12-12,0.0,49.3,8.6,2.6
부산,2021-12-13,0.0,27.9,2.3,3.6
부산,2021-12-14,0.0,47.9,4.4,2.9
부산,2021-12-15,1.1,66.1,9.4,3.4
부산,2021-12-16,3.3,80.9,8.8,2.0
부산,2021-12-17,0.0,42.6,2.7,4.2
부산,2021-12-18,0.0,34.5,-1.4,3.1
부산,2021-12-19,0.0,49.5,4.0,3.1
부산,2021-12-20,0.0,57.5,7.9,5.1
부산,2021-12-21,0.0,59.1,10.2,3.1
부산,2021-12-22,0.0,44.4,9.4,1.7
부산,2021-12-23,0.0,30.3,8.7,1.9
부산,2021-12-24,0.0,47.1,7.7,1.9
부산,2021-12-25,0.0,33.5,-1.6,3.6
부산,2021-12-26,0.0,30.8,-5.2,3.9
부산,2021-12-27,0.0,40.9,-1.8,2.8
부산,2021-12-28,0.0,57.8,3.9,2.4
부산,2021-12-29,0.0,51.5,6.2,3.7
부산,2021-12-30,0.0,42.4,2.8,5.0
부산,2021-12-31,0.0,29.3,-0.1,3.7
부산,2022-01-01,0.0,24.4,1.9,2.2
부산,2022-01-02,0.0,32.9,4.8,3.0
부산,2022-01-03,0.0,28.5,4.1,2.9
부산,2022-01-04,0.0,38.3,4.5,2.0
부산,2022-01-05,0.0,55.8,5.4,2.7
부산,2022-01-06,0.0,42.1,6.1,2.4
부산,2022-01-07,0.0,41.6,5.8,1.9
부산,2022-01-08,0.0,26.4,5.7,3.4
부산,2022-01-09,0.0,51.9,5.9,1.9
부산,2022-01-10,0.0,59.0,7.4,2.2
부산,2022-01-11,0.0,39.1,1.5,3.9
부산,2022-01-12,0.0,33.0,-1.3,3.6
부산,2022-01-13,0.0,35.1,-1.1,3.7
부산,2022-01-14,0.0,28.6,-0.2,3.2
부산,2022-01-15,0.0,33.5,4.8,2.3
부산,2022-01-16,0.0,42.0,4.8,4.2
부산,2022-01-17,0.0,39.9,1.1,3.3
부산,2022-01-18,0.0,22.6,-0.1,2.7
부산,2022-01-19,0.0,34.0,2.1,3.5
부산,2022-01-20,0.0,44.6,1.5,3.0
부산,2022-01-21,0.0,53.9,3.9,1.3
부산,2022-01-22,0.0,63.8,6.7,1.2
부산,2022-01-23,0.0,69.9,8.7,1.7
부산,2022-01-24,0.0,63.9,5.7,3.7
부산,2022-01-25,0.0,62.8,6.7,2.3
부산,2022-01-26,0.0,53.4,5.5,3.2
